user_id,task_id,query_id,camera_green,total_entries_left,total_entries_right,response_left,response_right,max_idx_left,max_idx_right,query_length_left,query_length_right
worker_24003b7b,170,1458,1301,1305,0,747,0,740,-1,743,-1
worker_24003b7b,170,1460,2617,2622,0,733,0,577,-1,577,-1
worker_24003b7b,170,1461,1167,1167,0,913,0,947,-1,947,-1
worker_4e81fa4e,101,932,7321,3571,3775,1498,1024,2768,2238,2768,2238
worker_4e81fa4e,101,933,7424,3694,3730,1639,911,2586,2313,2586,2313
worker_4e81fa4e,101,934,5948,3107,2841,1275,1375,2642,2703,2642,2703
worker_4e81fa4e,150,913,3564,3564,0,3154,0,1895,-1,1895,-1
worker_4e81fa4e,150,914,3163,3163,0,2402,0,2047,-1,2047,-1
worker_4e81fa4e,150,915,2260,2260,0,1786,0,2327,-1,2327,-1
worker_4e81fa4e,135,571,10545,5255,5300,2470,1036,1914,2112,1914,2436
worker_4e81fa4e,135,575,11296,5633,5663,1656,2030,2090,2331,2090,2331
worker_4e81fa4e,135,580,7255,3619,3636,1223,1003,1811,1827,1811,1827
worker_4e81fa4e,93,545,9730,4857,4873,2052,846,1887,2084,1887,2095
worker_4e81fa4e,93,549,9173,5235,5340,3016,835,1994,2237,1994,2240
worker_4e81fa4e,93,553,6683,3396,3287,1504,964,1863,2067,1863,2145
worker_4e81fa4e,127,859,12445,6210,6235,3209,1658,2526,2937,2526,2940
worker_4e81fa4e,127,860,8493,4220,4273,1628,1332,2362,2460,2362,2460
worker_4e81fa4e,127,861,7841,3948,3893,1790,1486,2383,2699,2383,2699
worker_4e81fa4e,142,865,4693,4693,0,3414,0,2279,-1,2279,-1
worker_4e81fa4e,142,866,4327,4327,0,3109,0,2346,-1,2346,-1
worker_4e81fa4e,142,867,2071,2071,0,1620,0,1571,-1,1571,-1
worker_4e81fa4e,130,868,3885,3885,0,2865,0,2196,-1,2211,-1
worker_4e81fa4e,130,869,4773,4773,0,3331,0,2211,-1,2211,-1
worker_4e81fa4e,130,870,3899,3899,0,2685,0,2326,-1,2326,-1
worker_4e81fa4e,117,530,10943,5486,5457,1849,1269,2017,1722,2017,1722
worker_4e81fa4e,117,531,7252,3640,3625,1618,1287,1603,1442,1603,1442
worker_4e81fa4e,117,532,5984,2966,3019,814,1388,2013,2076,2013,2076
worker_4e81fa4e,148,536,1882,1974,0,1561,0,1297,-1,1297,-1
worker_4e81fa4e,148,537,4071,4109,0,2612,0,2418,-1,2418,-1
worker_4e81fa4e,148,539,2418,2418,0,1599,0,2638,-1,2638,-1
worker_4e81fa4e,144,910,3770,3770,0,2055,0,1313,-1,1313,-1
worker_4e81fa4e,144,911,3801,3801,0,2879,0,2221,-1,2221,-1
worker_4e81fa4e,144,912,1713,1713,0,1387,0,1674,-1,1674,-1
worker_4e81fa4e,113,929,9551,4846,4705,2254,1458,1809,1991,1809,1991
worker_4e81fa4e,113,930,12805,6250,6555,3220,2023,2163,2460,2163,2466
worker_4e81fa4e,113,931,7987,4105,3882,1880,1444,2351,2642,2351,2642
worker_4e81fa4e,133,616,10185,5056,5133,1592,1097,1935,1412,1935,1412
worker_4e81fa4e,133,617,15865,7871,7994,3291,2224,2650,2122,2650,2123
worker_4e81fa4e,133,622,10554,5319,5235,2172,640,2570,2082,2570,2082
worker_4e81fa4e,133,623,6810,3385,3425,2213,606,2643,2192,2643,2216
worker_4e81fa4e,145,589,12027,6018,6009,1631,2747,2726,2316,2726,2316
worker_4e81fa4e,145,597,10256,5325,5335,2052,1854,2958,2172,2958,2172
worker_4e81fa4e,145,604,9861,4934,4927,1754,1271,2892,2160,2892,2160
worker_4e81fa4e,119,920,7195,3602,3593,2030,680,2159,1980,2159,1980
worker_4e81fa4e,119,923,7036,3272,3764,1730,812,2188,1759,2188,1759
worker_4e81fa4e,119,924,3128,1827,1301,915,742,2085,2231,2114,2231
worker_4e81fa4e,134,925,792,792,0,610,0,149,-1,149,-1
worker_4e81fa4e,134,926,3989,3989,0,3261,0,2354,-1,2354,-1
worker_4e81fa4e,134,927,4193,4193,0,3255,0,2300,-1,2300,-1
worker_4e81fa4e,134,928,2527,2527,0,2117,0,2403,-1,2403,-1
worker_4e81fa4e,121,521,8406,5194,5133,2708,1281,2507,2178,2507,2212
worker_4e81fa4e,121,522,9982,5363,5350,2244,1434,2542,2286,2542,2286
worker_4e81fa4e,121,526,8533,4226,4307,1291,1193,2481,2224,2551,2224
worker_4e81fa4e,74,230,0,631,0,394,0,174,-1,174,-1
worker_4e81fa4e,74,231,0,934,0,477,0,540,-1,540,-1
worker_4e81fa4e,74,232,0,2522,0,1457,0,1285,-1,1285,-1
worker_4e81fa4e,74,237,0,1291,0,308,0,936,-1,936,-1
worker_4e81fa4e,74,239,0,301,0,115,0,794,-1,794,-1
worker_4e81fa4e,95,624,12512,6215,6297,3349,1917,2204,2216,2204,2218
worker_4e81fa4e,95,625,8094,4026,4068,1862,1066,2312,1696,2312,1704
worker_4e81fa4e,95,626,9346,4699,4647,2746,474,2672,2227,2672,2227
worker_4e81fa4e,122,508,787,2329,0,1794,0,1947,-1,1947,-1
worker_4e81fa4e,122,516,1757,2854,0,2019,0,2362,-1,2362,-1
worker_4e81fa4e,122,517,1294,1294,0,795,0,2432,-1,2432,-1
worker_4e81fa4e,124,527,703,703,0,466,0,1148,-1,1645,-1
worker_4e81fa4e,124,528,3726,3727,0,2433,0,2133,-1,2133,-1
worker_4e81fa4e,124,529,1856,2071,0,1492,0,2112,-1,2112,-1
worker_4e81fa4e,85,247,0,3139,3182,542,469,946,2018,946,2019
worker_4e81fa4e,85,248,0,1998,2101,154,215,1259,1922,1259,1927
worker_4e81fa4e,85,255,0,927,909,24,14,947,1885,947,1977
worker_4e81fa4e,114,862,3039,3039,0,2651,0,2206,-1,2206,-1
worker_4e81fa4e,114,863,4447,4447,0,3488,0,2654,-1,2654,-1
worker_4e81fa4e,114,864,2550,2550,0,2040,0,2603,-1,2603,-1
worker_4e81fa4e,96,856,6579,6579,0,4792,0,2623,-1,2623,-1
worker_4e81fa4e,96,857,3838,3838,0,2757,0,2647,-1,2647,-1
worker_4e81fa4e,96,858,2930,2930,0,2423,0,2476,-1,2476,-1
worker_19651352,136,631,647,647,0,365,0,291,-1,291,-1
worker_19651352,136,632,711,721,0,293,0,205,-1,205,-1
worker_19651352,136,633,1038,1038,0,239,0,592,-1,592,-1
worker_19651352,136,634,579,579,0,168,0,1041,-1,1041,-1
worker_19651352,79,321,0,4062,4049,991,907,1183,1086,1183,1086
worker_19651352,79,324,0,225,184,80,34,360,984,1408,1226
worker_19651352,79,325,0,81,136,45,66,536,1116,1129,1116
worker_19651352,79,326,0,725,728,263,127,1517,384,1601,1310
worker_19651352,79,328,0,391,375,16,223,627,1787,1827,1787
worker_19651352,186,1118,960,960,0,331,0,719,-1,719,-1
worker_19651352,186,1119,1204,1224,0,504,0,1087,-1,1087,-1
worker_19651352,186,1120,573,573,0,416,0,1010,-1,1018,-1
worker_19651352,271,1967,2319,1135,1196,630,125,1764,749,1764,749
worker_19651352,271,1969,1869,937,932,416,166,1340,565,1340,565
worker_19651352,271,1972,1268,651,617,212,157,338,917,1476,917
worker_19651352,271,1973,709,361,348,67,129,1726,1126,1857,1126
worker_5e49760f,191,1084,8982,4498,4484,1821,1583,2551,2138,2551,2138
worker_5e49760f,191,1087,4564,3327,3420,1293,1363,1737,1612,1737,1612
worker_5e49760f,191,1095,4558,3144,3070,1266,1647,2198,2011,2255,2011
worker_5e49760f,141,635,1237,2097,2097,804,607,949,999,949,999
worker_5e49760f,141,636,2032,2798,2796,1034,1221,1246,1941,1246,1941
worker_5e49760f,141,637,3224,2385,2354,900,1122,1830,1953,1850,1953
worker_5e49760f,123,669,1724,3034,3017,1328,873,1610,1111,1610,1111
worker_5e49760f,123,672,2176,3413,3443,1597,844,1631,1202,1631,1202
worker_5e49760f,123,675,3760,2324,2329,1052,976,1952,1731,1952,1731
worker_5e49760f,68,379,0,1979,0,984,0,1310,-1,1310,-1
worker_5e49760f,68,380,0,2022,0,915,0,1457,-1,1458,-1
worker_5e49760f,68,381,0,1110,0,705,0,2053,-1,2053,-1
worker_5e49760f,152,998,1254,2026,0,1265,0,1507,-1,1507,-1
worker_5e49760f,152,999,2230,3194,0,1406,0,1835,-1,1835,-1
worker_5e49760f,152,1003,1383,2123,0,1188,0,2163,-1,2163,-1
worker_5e49760f,182,1045,1627,1669,0,1312,0,1140,-1,1140,-1
worker_5e49760f,182,1049,2524,2528,0,1046,0,1268,-1,1268,-1
worker_5e49760f,182,1051,1370,1377,0,761,0,1227,-1,1227,-1
worker_5e49760f,180,1207,1776,1953,0,1349,0,1329,-1,1329,-1
worker_5e49760f,180,1209,2162,2174,0,1126,0,1355,-1,1355,-1
worker_5e49760f,180,1210,1753,1923,0,804,0,1072,-1,1696,-1
worker_5e49760f,186,1320,2353,2353,0,1562,0,1245,-1,1245,-1
worker_5e49760f,186,1321,3022,3066,0,1293,0,1609,-1,1609,-1
worker_5e49760f,186,1322,2382,2382,0,1372,0,1941,-1,1941,-1
worker_372230c5,151,1574,456,2038,1800,548,156,223,642,759,795
worker_372230c5,151,1575,168,921,1104,272,333,189,298,793,298
worker_372230c5,151,1576,292,740,749,53,292,224,1523,1086,1523
worker_372230c5,186,1540,940,1120,0,453,0,2010,-1,2010,-1
worker_372230c5,186,1541,1690,1690,0,532,0,1064,-1,1064,-1
worker_372230c5,186,1543,851,1132,0,349,0,2589,-1,2589,-1
worker_372230c5,186,1544,781,1121,0,234,0,205,-1,205,-1
worker_372230c5,186,1545,2443,3214,0,952,0,1899,-1,2696,-1
worker_372230c5,166,1589,544,544,0,395,0,396,-1,1256,-1
worker_372230c5,166,1590,696,696,0,396,0,224,-1,224,-1
worker_372230c5,166,1591,2161,2161,0,25,0,290,-1,916,-1
worker_372230c5,213,2011,337,287,50,45,25,165,137,1013,1956
worker_372230c5,213,2012,3569,1587,2038,579,782,212,1926,1089,1243
worker_372230c5,213,2013,812,404,408,172,154,205,1565,1827,1565
worker_61e55ed0,65,474,0,1641,1550,677,332,500,795,501,795
worker_61e55ed0,65,475,0,1542,1724,751,176,449,803,449,834
worker_61e55ed0,65,476,0,358,171,142,25,995,354,995,1083
worker_61e55ed0,128,895,909,910,0,832,0,409,-1,409,-1
worker_61e55ed0,128,896,777,777,0,395,0,248,-1,248,-1
worker_61e55ed0,128,897,1113,1113,0,621,0,1220,-1,1220,-1
worker_61e55ed0,100,935,1694,1697,0,1231,0,1843,-1,1843,-1
worker_61e55ed0,100,936,1699,1699,0,999,0,1492,-1,1492,-1
worker_61e55ed0,100,937,1002,1002,0,737,0,1933,-1,1933,-1
worker_61e55ed0,101,898,2883,1453,1430,344,532,241,922,241,922
worker_61e55ed0,101,899,2749,1363,1386,279,652,251,1090,251,1112
worker_61e55ed0,101,900,1690,875,815,280,419,320,935,320,935
worker_61e55ed0,181,1214,4289,2258,2031,1456,313,1780,2313,1780,2341
worker_61e55ed0,181,1215,5837,2798,3039,880,1114,1889,2226,1889,2226
worker_61e55ed0,181,1216,3982,2000,1982,774,1023,1963,2282,1963,2377
worker_61e55ed0,195,1205,4703,2633,2070,1669,299,1545,1298,1545,1321
worker_61e55ed0,195,1206,6339,3167,3172,1200,1065,1888,1991,1888,1991
worker_61e55ed0,195,1208,3204,1601,1603,356,898,2020,2143,2027,2143
worker_61e55ed0,83,413,0,1751,1447,667,377,1278,1020,1278,1020
worker_61e55ed0,83,414,0,1843,1646,1070,172,1261,1530,1261,1530
worker_61e55ed0,83,415,0,306,214,153,4,998,475,1066,1355
worker_61e55ed0,83,416,0,0,54,0,27,-1,1293,-1,1351
worker_61e55ed0,204,1193,2018,2018,0,1455,0,1582,-1,1582,-1
worker_61e55ed0,204,1194,1354,1354,0,901,0,964,-1,964,-1
worker_61e55ed0,204,1195,1029,1029,0,855,0,1247,-1,1271,-1
worker_61e55ed0,174,1313,1031,1031,0,690,0,965,-1,965,-1
worker_61e55ed0,174,1314,1046,1046,0,775,0,1784,-1,1784,-1
worker_61e55ed0,174,1315,723,723,0,493,0,1348,-1,1348,-1
worker_61e55ed0,61,400,0,1937,1872,677,446,334,963,334,963
worker_61e55ed0,61,401,0,1554,1424,730,324,2059,1888,2059,1889
worker_61e55ed0,61,402,0,595,583,289,167,1208,1276,1222,1307
worker_61e55ed0,163,1307,3429,1681,1748,1006,120,1031,207,1031,207
worker_61e55ed0,163,1308,1775,900,875,552,109,378,198,378,198
worker_61e55ed0,163,1309,1142,593,549,384,157,724,419,724,419
worker_61e55ed0,192,1298,892,892,0,510,0,638,-1,638,-1
worker_61e55ed0,192,1299,1422,1422,0,658,0,916,-1,916,-1
worker_61e55ed0,192,1300,879,879,0,575,0,1688,-1,1688,-1
worker_61e55ed0,93,886,4910,2420,2490,1556,520,1392,846,1392,846
worker_61e55ed0,93,887,2218,1147,1071,457,292,1114,492,1114,492
worker_61e55ed0,93,888,1234,613,621,343,96,967,232,967,232
worker_61e55ed0,170,1187,2284,2284,0,1723,0,1912,-1,1912,-1
worker_61e55ed0,170,1188,2528,2528,0,1630,0,1888,-1,1888,-1
worker_61e55ed0,170,1189,1482,1482,0,1244,0,1666,-1,1666,-1
worker_61e55ed0,123,901,6420,3196,3224,1643,710,1937,1756,1937,1756
worker_61e55ed0,123,902,4216,2081,2135,1334,249,2163,1718,2163,1718
worker_61e55ed0,123,903,1958,1024,934,522,350,1288,1051,1288,1064
worker_61e55ed0,127,916,2926,1254,1675,464,339,396,782,396,789
worker_61e55ed0,127,917,3858,2194,1667,1084,508,1218,1115,1218,1115
worker_61e55ed0,127,918,2644,1353,1291,692,402,1323,1530,1332,1530
worker_61e55ed0,75,417,0,1318,1311,583,318,650,871,651,871
worker_61e55ed0,75,418,0,1527,1065,570,376,1110,1844,1110,1847
worker_61e55ed0,75,419,0,1028,1043,434,401,1060,1598,1060,1598
worker_61e55ed0,208,1301,1533,1533,0,771,0,1090,-1,1090,-1
worker_61e55ed0,208,1302,1598,1598,0,1189,0,1368,-1,1368,-1
worker_61e55ed0,208,1303,969,969,0,717,0,1151,-1,1151,-1
worker_61e55ed0,157,1190,10581,5300,5281,3226,1013,2070,1203,2070,1231
worker_61e55ed0,157,1191,6731,3364,3367,1770,941,2196,1562,2196,1562
worker_61e55ed0,157,1192,3041,1526,1515,559,614,1457,1247,1457,1247
worker_61e55ed0,71,403,0,151,198,61,22,444,383,1990,2441
worker_61e55ed0,71,404,0,2506,2571,1139,665,2030,2374,2031,2394
worker_61e55ed0,71,405,0,2333,2241,784,443,2052,2431,2052,2411
worker_61e55ed0,71,406,0,975,973,411,279,1636,1717,1636,1718
worker_61e55ed0,102,892,1254,1254,0,864,0,430,-1,430,-1
